timestamp,pack_size,smac,dmac,sip,dip,sport,dport,trans_protocol,syn,ack,payload_len,http_host_label,http_method_label,http_uri_label
1564736659076321,58,2.0,0.0,2.0,6.0,56338,80,6,0,1,4,0.0,0.0,0.0
1564736659102246,54,1.0,2.0,5.0,2.0,80,56338,6,0,1,0,0.0,0.0,0.0
1564736659102276,58,1.0,2.0,5.0,2.0,80,56338,6,0,1,4,0.0,0.0,0.0
1564736659291134,54,0.0,0.0,0.0,17.0,54189,443,6,0,1,0,0.0,0.0,0.0
1564736659299301,54,1.0,1.0,15.0,1.0,443,54189,6,0,1,0,0.0,0.0,0.0
1564736659351955,54,2.0,0.0,2.0,6.0,56338,80,6,0,1,0,0.0,0.0,0.0
1564736659353150,54,0.0,0.0,0.0,17.0,54189,443,6,0,1,0,0.0,0.0,0.0
1564736664635823,66,0.0,0.0,0.0,0.0,54192,8077,6,1,0,0,0.0,0.0,0.0
1564736664637149,66,0.0,0.0,0.0,0.0,54193,8077,6,1,0,0,0.0,0.0,0.0
1564736664638933,66,0.0,0.0,0.0,0.0,54194,8077,6,1,0,0,0.0,0.0,0.0
1564736664639085,66,0.0,0.0,0.0,0.0,54195,8077,6,1,0,0,0.0,0.0,0.0
1564736664639406,66,0.0,0.0,0.0,0.0,54196,8077,6,1,0,0,0.0,0.0,0.0
1564736664639654,66,0.0,0.0,0.0,0.0,54197,8077,6,1,0,0,0.0,0.0,0.0
1564736664640143,66,0.0,0.0,0.0,0.0,54198,8077,6,1,0,0,0.0,0.0,0.0
1564736664640421,66,0.0,0.0,0.0,0.0,54199,8077,6,1,0,0,0.0,0.0,0.0
1564736664640781,66,0.0,0.0,0.0,0.0,54200,8077,6,1,0,0,0.0,0.0,0.0
1564736664641664,66,1.0,1.0,1.0,1.0,8077,54192,6,1,1,0,0.0,0.0,0.0
1564736664643618,66,1.0,1.0,1.0,1.0,8077,54193,6,1,1,0,0.0,0.0,0.0
1564736664644010,66,1.0,1.0,1.0,1.0,8077,54196,6,1,1,0,0.0,0.0,0.0
1564736664644559,66,1.0,1.0,1.0,1.0,8077,54194,6,1,1,0,0.0,0.0,0.0
1564736664645026,66,1.0,1.0,1.0,1.0,8077,54197,6,1,1,0,0.0,0.0,0.0
1564736664645178,66,1.0,1.0,1.0,1.0,8077,54195,6,1,1,0,0.0,0.0,0.0
1564736664646561,66,1.0,1.0,1.0,1.0,8077,54198,6,1,1,0,0.0,0.0,0.0
1564736664646679,66,1.0,1.0,1.0,1.0,8077,54200,6,1,1,0,0.0,0.0,0.0
1564736664647001,66,1.0,1.0,1.0,1.0,8077,54199,6,1,1,0,0.0,0.0,0.0
1564736664649668,66,0.0,0.0,0.0,0.0,54203,8077,6,1,0,0,0.0,0.0,0.0
1564736664649870,66,0.0,0.0,0.0,0.0,54204,8077,6,1,0,0,0.0,0.0,0.0
1564736664654194,66,0.0,0.0,0.0,0.0,54206,8077,6,1,0,0,0.0,0.0,0.0
1564736664654364,66,0.0,0.0,0.0,0.0,54207,8077,6,1,0,0,0.0,0.0,0.0
1564736664655245,66,1.0,1.0,1.0,1.0,8077,54203,6,1,1,0,0.0,0.0,0.0
1564736664655287,66,0.0,0.0,0.0,0.0,54211,8077,6,1,0,0,0.0,0.0,0.0
1564736664655952,66,1.0,1.0,1.0,1.0,8077,54204,6,1,1,0,0.0,0.0,0.0
1564736664658545,54,0.0,0.0,0.0,0.0,54192,8077,6,0,1,0,0.0,0.0,0.0
1564736664659032,66,1.0,1.0,1.0,1.0,8077,54206,6,1,1,0,0.0,0.0,0.0
1564736664659045,54,0.0,0.0,0.0,0.0,54193,8077,6,0,1,0,0.0,0.0,0.0
1564736664659436,66,1.0,1.0,1.0,1.0,8077,54207,6,1,1,0,0.0,0.0,0.0
1564736664659776,66,1.0,1.0,1.0,1.0,8077,54211,6,1,1,0,0.0,0.0,0.0
1564736664663275,54,0.0,0.0,0.0,0.0,54194,8077,6,0,1,0,0.0,0.0,0.0
1564736664663510,54,0.0,0.0,0.0,0.0,54197,8077,6,0,1,0,0.0,0.0,0.0
1564736664663734,66,0.0,0.0,0.0,0.0,54214,8077,6,1,0,0,0.0,0.0,0.0
1564736664664008,66,0.0,0.0,0.0,0.0,54215,8077,6,1,0,0,0.0,0.0,0.0
1564736664664232,66,0.0,0.0,0.0,0.0,54216,8077,6,1,0,0,0.0,0.0,0.0
1564736664667979,66,1.0,1.0,1.0,1.0,8077,54216,6,1,1,0,0.0,0.0,0.0
1564736664668195,66,1.0,1.0,1.0,1.0,8077,54214,6,1,1,0,0.0,0.0,0.0
1564736664668561,66,1.0,1.0,1.0,1.0,8077,54215,6,1,1,0,0.0,0.0,0.0
1564736664685293,66,0.0,0.0,0.0,0.0,54217,8077,6,1,0,0,0.0,0.0,0.0
1564736664687637,367,0.0,0.0,0.0,0.0,54192,8077,6,0,1,313,1.0,1.0,2.0
1564736664687925,366,0.0,0.0,0.0,0.0,54193,8077,6,0,1,312,1.0,1.0,2.0
1564736664690302,66,1.0,1.0,1.0,1.0,8077,54217,6,1,1,0,0.0,0.0,0.0
1564736664692719,54,1.0,1.0,1.0,1.0,8077,54192,6,0,1,0,0.0,0.0,0.0
1564736664692901,54,1.0,1.0,1.0,1.0,8077,54193,6,0,1,0,0.0,0.0,0.0
1564736664696709,373,0.0,0.0,0.0,0.0,54194,8077,6,0,1,319,1.0,1.0,2.0
1564736664696710,366,0.0,0.0,0.0,0.0,54197,8077,6,0,1,312,1.0,1.0,2.0
1564736664696711,54,0.0,0.0,0.0,0.0,54195,8077,6,0,1,0,0.0,0.0,0.0
1564736664696712,54,0.0,0.0,0.0,0.0,54198,8077,6,0,1,0,0.0,0.0,0.0
1564736664696712,54,0.0,0.0,0.0,0.0,54200,8077,6,0,1,0,0.0,0.0,0.0
1564736664696712,54,0.0,0.0,0.0,0.0,54199,8077,6,0,1,0,0.0,0.0,0.0
1564736664696712,54,0.0,0.0,0.0,0.0,54203,8077,6,0,1,0,0.0,0.0,0.0
1564736664696712,54,0.0,0.0,0.0,0.0,54204,8077,6,0,1,0,0.0,0.0,0.0
1564736664696713,54,0.0,0.0,0.0,0.0,54206,8077,6,0,1,0,0.0,0.0,0.0
1564736664696713,54,0.0,0.0,0.0,0.0,54207,8077,6,0,1,0,0.0,0.0,0.0
1564736664696713,54,0.0,0.0,0.0,0.0,54211,8077,6,0,1,0,0.0,0.0,0.0
1564736664696713,366,0.0,0.0,0.0,0.0,54195,8077,6,0,1,312,1.0,1.0,2.0
1564736664696713,367,0.0,0.0,0.0,0.0,54198,8077,6,0,1,313,1.0,1.0,2.0
1564736664696714,373,0.0,0.0,0.0,0.0,54200,8077,6,0,1,319,1.0,1.0,2.0
1564736664696714,367,0.0,0.0,0.0,0.0,54199,8077,6,0,1,313,1.0,1.0,2.0
1564736664697634,366,0.0,0.0,0.0,0.0,54203,8077,6,0,1,312,1.0,1.0,2.0
1564736664697635,366,0.0,0.0,0.0,0.0,54204,8077,6,0,1,312,1.0,1.0,2.0
1564736664697635,367,0.0,0.0,0.0,0.0,54206,8077,6,0,1,313,1.0,1.0,2.0
1564736664697635,373,0.0,0.0,0.0,0.0,54207,8077,6,0,1,319,1.0,1.0,2.0
1564736664697635,366,0.0,0.0,0.0,0.0,54211,8077,6,0,1,312,1.0,1.0,2.0
1564736664697635,54,0.0,0.0,0.0,0.0,54216,8077,6,0,1,0,0.0,0.0,0.0
1564736664697636,54,0.0,0.0,0.0,0.0,54214,8077,6,0,1,0,0.0,0.0,0.0
1564736664697636,54,0.0,0.0,0.0,0.0,54215,8077,6,0,1,0,0.0,0.0,0.0
1564736664697636,367,0.0,0.0,0.0,0.0,54216,8077,6,0,1,313,1.0,1.0,2.0
1564736664697636,373,0.0,0.0,0.0,0.0,54214,8077,6,0,1,319,1.0,1.0,2.0
1564736664697637,367,0.0,0.0,0.0,0.0,54215,8077,6,0,1,313,1.0,1.0,2.0
1564736664697637,54,0.0,0.0,0.0,0.0,54217,8077,6,0,1,0,0.0,0.0,0.0
1564736664697637,366,0.0,0.0,0.0,0.0,54217,8077,6,0,1,312,1.0,1.0,2.0
1564736664701101,54,1.0,1.0,1.0,1.0,8077,54194,6,0,1,0,0.0,0.0,0.0
1564736664701264,54,1.0,1.0,1.0,1.0,8077,54197,6,0,1,0,0.0,0.0,0.0
1564736664701555,54,1.0,1.0,1.0,1.0,8077,54203,6,0,1,0,0.0,0.0,0.0
1564736664701742,54,1.0,1.0,1.0,1.0,8077,54216,6,0,1,0,0.0,0.0,0.0
1564736664701774,54,1.0,1.0,1.0,1.0,8077,54200,6,0,1,0,0.0,0.0,0.0
1564736664701784,54,1.0,1.0,1.0,1.0,8077,54198,6,0,1,0,0.0,0.0,0.0
1564736664702078,54,1.0,1.0,1.0,1.0,8077,54199,6,0,1,0,0.0,0.0,0.0
1564736664702094,54,1.0,1.0,1.0,1.0,8077,54206,6,0,1,0,0.0,0.0,0.0
1564736664702263,54,1.0,1.0,1.0,1.0,8077,54217,6,0,1,0,0.0,0.0,0.0
1564736664702290,54,1.0,1.0,1.0,1.0,8077,54215,6,0,1,0,0.0,0.0,0.0
1564736664702305,54,1.0,1.0,1.0,1.0,8077,54215,6,0,1,0,0.0,0.0,0.0
1564736664702469,54,1.0,1.0,1.0,1.0,8077,54216,6,0,1,0,0.0,0.0,0.0
1564736664702491,54,1.0,1.0,1.0,1.0,8077,54195,6,0,1,0,0.0,0.0,0.0
1564736664702499,54,1.0,1.0,1.0,1.0,8077,54214,6,0,1,0,0.0,0.0,0.0
1564736664702638,54,1.0,1.0,1.0,1.0,8077,54211,6,0,1,0,0.0,0.0,0.0
1564736664702666,54,1.0,1.0,1.0,1.0,8077,54207,6,0,1,0,0.0,0.0,0.0
1564736664702679,54,1.0,1.0,1.0,1.0,8077,54204,6,0,1,0,0.0,0.0,0.0
1564736664703150,54,1.0,1.0,1.0,1.0,8077,54214,6,0,1,0,0.0,0.0,0.0
1564736664722901,323,1.0,1.0,1.0,1.0,8077,54193,6,0,1,269,0.0,0.0,0.0
1564736664727490,389,0.0,0.0,0.0,0.0,54193,8077,6,0,1,335,1.0,1.0,1.0
1564736664728694,1354,0.0,0.0,0.0,0.0,54193,8077,6,0,1,1300,1.0,1.0,1.0
1564736664728694,214,0.0,0.0,0.0,0.0,54193,8077,6,0,1,160,0.0,0.0,0.0
1564736664728994,1354,0.0,0.0,0.0,0.0,54193,8077,6,0,1,1300,1.0,0.0,0.0
1564736664729398,214,0.0,0.0,0.0,0.0,54193,8077,6,0,1,160,1.0,0.0,0.0
1564736664729553,1354,0.0,0.0,0.0,0.0,54193,8077,6,0,1,1300,0.0,0.0,0.0
1564736664729554,214,0.0,0.0,0.0,0.0,54193,8077,6,0,1,160,0.0,0.0,0.0
1564736664731218,1354,0.0,0.0,0.0,0.0,54193,8077,6,0,1,1300,1.0,0.0,0.0
1564736664731219,859,0.0,0.0,0.0,0.0,54193,8077,6,0,1,805,0.0,0.0,0.0
1564736664733595,1354,0.0,0.0,0.0,0.0,54193,8077,6,0,1,1300,1.0,0.0,0.0
1564736664733596,214,0.0,0.0,0.0,0.0,54193,8077,6,0,1,160,1.0,0.0,0.0
1564736664733596,1354,0.0,0.0,0.0,0.0,54193,8077,6,0,1,1300,0.0,0.0,0.0
1564736664733597,214,0.0,0.0,0.0,0.0,54193,8077,6,0,1,160,0.0,0.0,0.0
1564736664733597,1354,0.0,0.0,0.0,0.0,54193,8077,6,0,1,1300,1.0,0.0,0.0
1564736664733598,214,0.0,0.0,0.0,0.0,54193,8077,6,0,1,160,0.0,0.0,0.0
1564736664734630,54,1.0,1.0,1.0,1.0,8077,54193,6,0,1,0,0.0,0.0,0.0
1564736664734648,54,1.0,1.0,1.0,1.0,8077,54193,6,0,1,0,0.0,0.0,0.0
1564736664734655,54,1.0,1.0,1.0,1.0,8077,54193,6,0,1,0,0.0,0.0,0.0
1564736664735847,54,1.0,1.0,1.0,1.0,8077,54193,6,0,1,0,0.0,0.0,0.0
1564736664738670,54,1.0,1.0,1.0,1.0,8077,54193,6,0,1,0,0.0,0.0,0.0
1564736664738684,66,1.0,1.0,1.0,1.0,8077,54193,6,0,1,0,0.0,0.0,0.0
1564736664738800,1354,0.0,0.0,0.0,0.0,54193,8077,6,0,1,1300,1.0,0.0,0.0
1564736664738801,214,0.0,0.0,0.0,0.0,54193,8077,6,0,1,160,1.0,0.0,0.0
1564736664741013,1354,0.0,0.0,0.0,0.0,54193,8077,6,0,1,1300,0.0,0.0,0.0
1564736664741015,1354,0.0,0.0,0.0,0.0,54193,8077,6,0,1,1300,0.0,0.0,0.0
1564736664741019,1354,0.0,0.0,0.0,0.0,54193,8077,6,0,1,1300,0.0,0.0,0.0
1564736664741020,1354,0.0,0.0,0.0,0.0,54193,8077,6,0,1,1300,1.0,0.0,0.0
1564736664741022,1354,0.0,0.0,0.0,0.0,54193,8077,6,0,1,1300,1.0,0.0,0.0
1564736664741023,1354,0.0,0.0,0.0,0.0,54193,8077,6,0,1,1300,1.0,0.0,0.0
1564736664743460,74,1.0,1.0,1.0,1.0,8077,54193,6,0,1,0,0.0,0.0,0.0
1564736664743519,74,1.0,1.0,1.0,1.0,8077,54193,6,0,1,0,0.0,0.0,0.0
1564736664746358,74,1.0,1.0,1.0,1.0,8077,54193,6,0,1,0,0.0,0.0,0.0
1564736664746414,74,1.0,1.0,1.0,1.0,8077,54193,6,0,1,0,0.0,0.0,0.0
1564736664746524,74,1.0,1.0,1.0,1.0,8077,54193,6,0,1,0,0.0,0.0,0.0
1564736664747038,74,1.0,1.0,1.0,1.0,8077,54193,6,0,1,0,0.0,0.0,0.0
1564736664747121,74,1.0,1.0,1.0,1.0,8077,54193,6,0,1,0,0.0,0.0,0.0
1564736664747199,74,1.0,1.0,1.0,1.0,8077,54193,6,0,1,0,0.0,0.0,0.0
1564736664749434,323,1.0,1.0,1.0,1.0,8077,54194,6,0,1,269,0.0,0.0,0.0
1564736664750639,323,1.0,1.0,1.0,1.0,8077,54192,6,0,1,269,0.0,0.0,0.0
1564736664750945,323,1.0,1.0,1.0,1.0,8077,54197,6,0,1,269,0.0,0.0,0.0
1564736664772957,1354,0.0,0.0,0.0,0.0,54193,8077,6,0,1,1300,1.0,0.0,0.0
1564736664772960,1354,0.0,0.0,0.0,0.0,54193,8077,6,0,1,1300,0.0,0.0,0.0
1564736664776228,1354,0.0,0.0,0.0,0.0,54193,8077,6,0,1,1300,1.0,0.0,0.0
1564736664776233,1354,0.0,0.0,0.0,0.0,54193,8077,6,0,1,1300,0.0,0.0,0.0
1564736664776234,1354,0.0,0.0,0.0,0.0,54193,8077,6,0,1,1300,0.0,0.0,0.0
1564736664776235,1354,0.0,0.0,0.0,0.0,54193,8077,6,0,1,1300,0.0,0.0,0.0
1564736664776237,574,0.0,0.0,0.0,0.0,54193,8077,6,0,1,520,0.0,0.0,0.0
1564736664776238,1354,0.0,0.0,0.0,0.0,54193,8077,6,0,1,1300,1.0,0.0,0.0
1564736664776763,1354,0.0,0.0,0.0,0.0,54193,8077,6,0,1,1300,1.0,0.0,0.0
1564736664776765,214,0.0,0.0,0.0,0.0,54193,8077,6,0,1,160,3.0,0.0,0.0
1564736664776766,1354,0.0,0.0,0.0,0.0,54193,8077,6,0,1,1300,0.0,0.0,0.0
1564736664776768,214,0.0,0.0,0.0,0.0,54193,8077,6,0,1,160,1.0,0.0,0.0
1564736664776768,1354,0.0,0.0,0.0,0.0,54193,8077,6,0,1,1300,0.0,0.0,0.0
1564736664778915,74,1.0,1.0,1.0,1.0,8077,54193,6,0,1,0,0.0,0.0,0.0
1564736664779071,74,1.0,1.0,1.0,1.0,8077,54193,6,0,1,0,0.0,0.0,0.0
1564736664779224,323,1.0,1.0,1.0,1.0,8077,54200,6,0,1,269,0.0,0.0,0.0
1564736664782234,82,1.0,1.0,1.0,1.0,8077,54193,6,0,1,0,0.0,0.0,0.0
1564736664782542,82,1.0,1.0,1.0,1.0,8077,54193,6,0,1,0,0.0,0.0,0.0
1564736664782704,82,1.0,1.0,1.0,1.0,8077,54193,6,0,1,0,0.0,0.0,0.0
1564736664782895,90,1.0,1.0,1.0,1.0,8077,54193,6,0,1,0,0.0,0.0,0.0
1564736664782977,82,1.0,1.0,1.0,1.0,8077,54193,6,0,1,0,0.0,0.0,0.0
1564736664783013,82,1.0,1.0,1.0,1.0,8077,54193,6,0,1,0,0.0,0.0,0.0
1564736664783049,82,1.0,1.0,1.0,1.0,8077,54193,6,0,1,0,0.0,0.0,0.0
1564736664783084,82,1.0,1.0,1.0,1.0,8077,54193,6,0,1,0,0.0,0.0,0.0
1564736664783234,82,1.0,1.0,1.0,1.0,8077,54193,6,0,1,0,0.0,0.0,0.0
1564736664783398,74,1.0,1.0,1.0,1.0,8077,54193,6,0,1,0,0.0,0.0,0.0
1564736664783466,82,1.0,1.0,1.0,1.0,8077,54193,6,0,1,0,0.0,0.0,0.0
1564736664791150,323,1.0,1.0,1.0,1.0,8077,54195,6,0,1,269,0.0,0.0,0.0
1564736664796174,1354,0.0,0.0,0.0,0.0,54193,8077,6,0,1,1300,1.0,0.0,0.0
1564736664796176,374,0.0,0.0,0.0,0.0,54193,8077,6,0,1,320,1.0,0.0,0.0
1564736664802857,74,1.0,1.0,1.0,1.0,8077,54193,6,0,1,0,0.0,0.0,0.0
1564736664803104,66,1.0,1.0,1.0,1.0,8077,54193,6,0,1,0,0.0,0.0,0.0
1564736664811958,1354,0.0,0.0,0.0,0.0,54193,8077,6,0,1,1300,1.0,0.0,0.0
1564736664811960,374,0.0,0.0,0.0,0.0,54193,8077,6,0,1,320,1.0,0.0,0.0
1564736664811965,214,0.0,0.0,0.0,0.0,54193,8077,6,0,1,160,0.0,0.0,0.0
1564736664815999,323,1.0,1.0,1.0,1.0,8077,54198,6,0,1,269,0.0,0.0,0.0
1564736664817406,74,1.0,1.0,1.0,1.0,8077,54193,6,0,1,0,0.0,0.0,0.0
1564736664817464,54,1.0,1.0,1.0,1.0,8077,54193,6,0,1,0,0.0,0.0,0.0
1564736664817544,66,1.0,1.0,1.0,1.0,8077,54193,6,0,1,0,0.0,0.0,0.0
1564736664819056,323,1.0,1.0,1.0,1.0,8077,54206,6,0,1,269,0.0,0.0,0.0
1564736664834198,1354,0.0,0.0,0.0,0.0,54193,8077,6,0,1,1300,0.0,0.0,0.0
1564736664834484,396,0.0,0.0,0.0,0.0,54194,8077,6,0,1,342,1.0,1.0,1.0
1564736664834486,390,0.0,0.0,0.0,0.0,54192,8077,6,0,1,336,1.0,1.0,1.0
1564736664834670,1354,0.0,0.0,0.0,0.0,54194,8077,6,0,1,1300,1.0,1.0,1.0
1564736664834676,214,0.0,0.0,0.0,0.0,54194,8077,6,0,1,160,0.0,0.0,0.0
1564736664834677,389,0.0,0.0,0.0,0.0,54197,8077,6,0,1,335,1.0,1.0,1.0
1564736664840337,54,1.0,1.0,1.0,1.0,8077,54193,6,0,1,0,0.0,0.0,0.0
1564736664841085,54,1.0,1.0,1.0,1.0,8077,54192,6,0,1,0,0.0,0.0,0.0
1564736664841401,54,1.0,1.0,1.0,1.0,8077,54194,6,0,1,0,0.0,0.0,0.0
1564736664841706,54,1.0,1.0,1.0,1.0,8077,54194,6,0,1,0,0.0,0.0,0.0
1564736664841835,54,1.0,1.0,1.0,1.0,8077,54194,6,0,1,0,0.0,0.0,0.0
1564736664841971,54,1.0,1.0,1.0,1.0,8077,54197,6,0,1,0,0.0,0.0,0.0
1564736664844290,323,1.0,1.0,1.0,1.0,8077,54203,6,0,1,269,0.0,0.0,0.0
1564736664844996,323,1.0,1.0,1.0,1.0,8077,54199,6,0,1,269,0.0,0.0,0.0
1564736664847323,396,0.0,0.0,0.0,0.0,54194,8077,6,0,1,342,1.0,1.0,1.0
1564736664847326,390,0.0,0.0,0.0,0.0,54192,8077,6,0,1,336,1.0,1.0,1.0
1564736664847514,1354,0.0,0.0,0.0,0.0,54194,8077,6,0,1,1300,1.0,1.0,1.0
1564736664847517,214,0.0,0.0,0.0,0.0,54194,8077,6,0,1,160,0.0,0.0,0.0
1564736664847519,389,0.0,0.0,0.0,0.0,54197,8077,6,0,1,335,1.0,1.0,1.0
1564736664848026,1354,0.0,0.0,0.0,0.0,54192,8077,6,0,1,1300,1.0,1.0,1.0
1564736664848033,214,0.0,0.0,0.0,0.0,54192,8077,6,0,1,160,0.0,0.0,0.0
1564736664848035,1354,0.0,0.0,0.0,0.0,54194,8077,6,0,1,1300,1.0,0.0,0.0
1564736664848038,214,0.0,0.0,0.0,0.0,54194,8077,6,0,1,160,2.0,0.0,0.0
1564736664848040,1354,0.0,0.0,0.0,0.0,54197,8077,6,0,1,1300,1.0,1.0,1.0
1564736664848043,214,0.0,0.0,0.0,0.0,54197,8077,6,0,1,160,0.0,0.0,0.0
1564736664849095,1354,0.0,0.0,0.0,0.0,54192,8077,6,0,1,1300,1.0,0.0,0.0
1564736664849097,214,0.0,0.0,0.0,0.0,54192,8077,6,0,1,160,1.0,0.0,0.0
1564736664849098,1354,0.0,0.0,0.0,0.0,54194,8077,6,0,1,1300,0.0,0.0,0.0
1564736664849099,214,0.0,0.0,0.0,0.0,54194,8077,6,0,1,160,1.0,0.0,0.0
1564736664849100,1354,0.0,0.0,0.0,0.0,54197,8077,6,0,1,1300,1.0,0.0,0.0
1564736664849101,214,0.0,0.0,0.0,0.0,54197,8077,6,0,1,160,1.0,0.0,0.0
1564736664849102,1354,0.0,0.0,0.0,0.0,54192,8077,6,0,1,1300,0.0,0.0,0.0
1564736664849103,214,0.0,0.0,0.0,0.0,54192,8077,6,0,1,160,0.0,0.0,0.0
1564736664849104,1354,0.0,0.0,0.0,0.0,54194,8077,6,0,1,1300,0.0,0.0,0.0
1564736664849105,214,0.0,0.0,0.0,0.0,54194,8077,6,0,1,160,0.0,0.0,0.0
1564736664849106,1354,0.0,0.0,0.0,0.0,54197,8077,6,0,1,1300,0.0,0.0,0.0
1564736664849107,214,0.0,0.0,0.0,0.0,54197,8077,6,0,1,160,0.0,0.0,0.0
1564736664849108,1354,0.0,0.0,0.0,0.0,54192,8077,6,0,1,1300,1.0,0.0,0.0
1564736664849109,214,0.0,0.0,0.0,0.0,54192,8077,6,0,1,160,0.0,0.0,0.0
1564736664849110,1354,0.0,0.0,0.0,0.0,54194,8077,6,0,1,1300,1.0,0.0,0.0
1564736664849111,214,0.0,0.0,0.0,0.0,54194,8077,6,0,1,160,0.0,0.0,0.0
1564736664849112,1354,0.0,0.0,0.0,0.0,54197,8077,6,0,1,1300,1.0,0.0,0.0
1564736664849113,214,0.0,0.0,0.0,0.0,54197,8077,6,0,1,160,0.0,0.0,0.0
1564736664849114,1354,0.0,0.0,0.0,0.0,54192,8077,6,0,1,1300,1.0,0.0,0.0
1564736664849115,214,0.0,0.0,0.0,0.0,54192,8077,6,0,1,160,1.0,0.0,0.0
1564736664849116,1354,0.0,0.0,0.0,0.0,54194,8077,6,0,1,1300,1.0,0.0,0.0
1564736664849117,214,0.0,0.0,0.0,0.0,54194,8077,6,0,1,160,1.0,0.0,0.0
1564736664849118,1354,0.0,0.0,0.0,0.0,54197,8077,6,0,1,1300,1.0,0.0,0.0
1564736664849119,214,0.0,0.0,0.0,0.0,54197,8077,6,0,1,160,1.0,0.0,0.0
1564736664849120,1354,0.0,0.0,0.0,0.0,54194,8077,6,0,1,1300,0.0,0.0,0.0
1564736664849122,214,0.0,0.0,0.0,0.0,54194,8077,6,0,1,160,1.0,0.0,0.0
1564736664849122,1354,0.0,0.0,0.0,0.0,54192,8077,6,0,1,1300,0.0,0.0,0.0
1564736664849123,214,0.0,0.0,0.0,0.0,54192,8077,6,0,1,160,0.0,0.0,0.0
1564736664849124,1354,0.0,0.0,0.0,0.0,54197,8077,6,0,1,1300,0.0,0.0,0.0
1564736664849125,214,0.0,0.0,0.0,0.0,54197,8077,6,0,1,160,0.0,0.0,0.0
1564736664849571,1354,0.0,0.0,0.0,0.0,54192,8077,6,0,1,1300,1.0,0.0,0.0
1564736664849573,214,0.0,0.0,0.0,0.0,54192,8077,6,0,1,160,0.0,0.0,0.0
1564736664849574,1354,0.0,0.0,0.0,0.0,54194,8077,6,0,1,1300,0.0,0.0,0.0
1564736664849575,214,0.0,0.0,0.0,0.0,54194,8077,6,0,1,160,0.0,0.0,0.0
1564736664849576,1354,0.0,0.0,0.0,0.0,54197,8077,6,0,1,1300,1.0,0.0,0.0
1564736664849577,214,0.0,0.0,0.0,0.0,54197,8077,6,0,1,160,3.0,0.0,0.0
1564736664849730,1354,0.0,0.0,0.0,0.0,54192,8077,6,0,1,1300,1.0,0.0,0.0
1564736664849732,214,0.0,0.0,0.0,0.0,54192,8077,6,0,1,160,1.0,0.0,0.0
1564736664851106,1354,0.0,0.0,0.0,0.0,54197,8077,6,0,1,1300,0.0,0.0,0.0
1564736664851109,214,0.0,0.0,0.0,0.0,54197,8077,6,0,1,160,1.0,0.0,0.0
1564736664851111,1354,0.0,0.0,0.0,0.0,54193,8077,6,0,1,1300,0.0,0.0,0.0
1564736664851114,1354,0.0,0.0,0.0,0.0,54193,8077,6,0,1,1300,0.0,0.0,0.0
1564736664851117,1354,0.0,0.0,0.0,0.0,54193,8077,6,0,1,1300,1.0,0.0,0.0
1564736664851120,1354,0.0,0.0,0.0,0.0,54193,8077,6,0,1,1300,1.0,0.0,0.0
1564736664851123,1354,0.0,0.0,0.0,0.0,54193,8077,6,0,1,1300,0.0,0.0,0.0
1564736664851126,1354,0.0,0.0,0.0,0.0,54193,8077,6,0,1,1300,0.0,0.0,0.0
1564736664851129,574,0.0,0.0,0.0,0.0,54193,8077,6,0,1,520,0.0,0.0,0.0
1564736664851132,1354,0.0,0.0,0.0,0.0,54193,8077,6,0,1,1300,1.0,0.0,0.0
1564736664851134,1354,0.0,0.0,0.0,0.0,54193,8077,6,0,1,1300,1.0,0.0,0.0
1564736664851138,1354,0.0,0.0,0.0,0.0,54193,8077,6,0,1,1300,0.0,0.0,0.0
1564736664851141,1354,0.0,0.0,0.0,0.0,54193,8077,6,0,1,1300,0.0,0.0,0.0
1564736664851144,1354,0.0,0.0,0.0,0.0,54193,8077,6,0,1,1300,0.0,0.0,0.0
1564736664851147,1354,0.0,0.0,0.0,0.0,54193,8077,6,0,1,1300,0.0,0.0,0.0
1564736664851149,756,0.0,0.0,0.0,0.0,54193,8077,6,0,1,702,1.0,0.0,0.0
1564736664854644,1354,0.0,0.0,0.0,0.0,54193,8077,6,0,1,1300,0.0,0.0,0.0
1564736664854646,1354,0.0,0.0,0.0,0.0,54192,8077,6,0,1,1300,0.0,0.0,0.0
1564736664854648,723,0.0,0.0,0.0,0.0,54192,8077,6,0,1,669,0.0,0.0,0.0
1564736664854649,1354,0.0,0.0,0.0,0.0,54194,8077,6,0,1,1300,1.0,0.0,0.0
1564736664854650,1354,0.0,0.0,0.0,0.0,54194,8077,6,0,1,1300,0.0,0.0,0.0
1564736664854651,1354,0.0,0.0,0.0,0.0,54194,8077,6,0,1,1300,0.0,0.0,0.0
1564736664854652,1055,0.0,0.0,0.0,0.0,54194,8077,6,0,1,1001,0.0,0.0,0.0
1564736664858408,1354,0.0,0.0,0.0,0.0,54197,8077,6,0,1,1300,0.0,0.0,0.0
1564736664858410,721,0.0,0.0,0.0,0.0,54197,8077,6,0,1,667,0.0,0.0,0.0
1564736664861034,66,1.0,1.0,1.0,1.0,8077,54192,6,0,1,0,0.0,0.0,0.0
1564736664861073,66,1.0,1.0,1.0,1.0,8077,54194,6,0,1,0,0.0,0.0,0.0
1564736664861105,54,1.0,1.0,1.0,1.0,8077,54194,6,0,1,0,0.0,0.0,0.0
1564736664861118,66,1.0,1.0,1.0,1.0,8077,54194,6,0,1,0,0.0,0.0,0.0
